"dbpedia1_city_927","wcp_city_18802","1.0"
"dbpedia1_city_926","wcp_city_17966","1.0"
"dbpedia1_city_929","wcp_city_16620","1.0"
"dbpedia1_city_929","wcp_city_16626","1.0"
"dbpedia1_city_929","wcp_city_16629","1.0"
"dbpedia1_city_929","wcp_city_16625","1.0"
"dbpedia1_city_929","wcp_city_16632","1.0"
"dbpedia1_city_928","wcp_city_18630","1.0"
"dbpedia1_city_1779","wcp_city_18659","1.0"
"dbpedia1_city_2627","wcp_city_16099","1.0"
"dbpedia1_city_2628","wcp_city_16174","1.0"
"dbpedia1_city_1775","wcp_city_17043","1.0"
"dbpedia1_city_1774","wcp_city_16284","1.0"
"dbpedia1_city_1776","wcp_city_17228","1.0"
"dbpedia1_city_1782","wcp_city_18128","1.0"
"dbpedia1_city_2630","wcp_city_10280","1.0"
"dbpedia1_city_1781","wcp_city_18183","1.0"
"dbpedia1_city_1300","wcp_city_17850","1.0"
"dbpedia1_city_1784","wcp_city_17785","1.0"
"dbpedia1_city_1783","wcp_city_18600","1.0"
"dbpedia1_city_1783","wcp_city_18597","1.0"
"dbpedia1_city_1780","wcp_city_18177","1.0"
"dbpedia1_city_930","wcp_city_17665","1.0"
"dbpedia1_city_931","wcp_city_16290","1.0"
"dbpedia1_city_934","wcp_city_18280","1.0"
"dbpedia1_city_933","wcp_city_17490","1.0"
"dbpedia1_city_933","wcp_city_17489","1.0"
"dbpedia1_city_936","wcp_city_17755","1.0"
"dbpedia1_city_935","wcp_city_18634","1.0"
"dbpedia1_city_915","wcp_city_18165","1.0"
"dbpedia1_city_918","wcp_city_18204","1.0"
"dbpedia1_city_917","wcp_city_17661","1.0"
"dbpedia1_city_917","wcp_city_17662","1.0"
"dbpedia1_city_919","wcp_city_18318","1.0"
"dbpedia1_city_1309","wcp_city_16343","1.0"
"dbpedia1_city_1306","wcp_city_16885","1.0"
"dbpedia1_city_1306","wcp_city_16887","1.0"
"dbpedia1_city_1306","wcp_city_16886","1.0"
"dbpedia1_city_1306","wcp_city_16888","1.0"
"dbpedia1_city_2638","wcp_city_10365","1.0"
"dbpedia1_city_1305","wcp_city_16924","1.0"
"dbpedia1_city_1789","wcp_city_18173","1.0"
"dbpedia1_city_2639","wcp_city_10318","1.0"
"dbpedia1_city_1308","wcp_city_17607","1.0"
"dbpedia1_city_2636","wcp_city_10244","1.0"
"dbpedia1_city_2636","wcp_city_10245","1.0"
"dbpedia1_city_1307","wcp_city_16544","1.0"
"dbpedia1_city_2637","wcp_city_10417","1.0"
"dbpedia1_city_1302","wcp_city_18810","1.0"
"dbpedia1_city_1786","wcp_city_17698","1.0"
"dbpedia1_city_2634","wcp_city_10301","1.0"
"dbpedia1_city_1301","wcp_city_18659","1.0"
"dbpedia1_city_1785","wcp_city_17592","1.0"
"dbpedia1_city_2635","wcp_city_10324","1.0"
"dbpedia1_city_1304","wcp_city_18281","1.0"
"dbpedia1_city_1788","wcp_city_18301","1.0"
"dbpedia1_city_2632","wcp_city_10628","1.0"
"dbpedia1_city_1303","wcp_city_18303","1.0"
"dbpedia1_city_1787","wcp_city_17580","1.0"
"dbpedia1_city_2633","wcp_city_10984","1.0"
"dbpedia1_city_1793","wcp_city_18463","1.0"
"dbpedia1_city_2641","wcp_city_10764","1.0"
"dbpedia1_city_1792","wcp_city_18078","1.0"
"dbpedia1_city_2642","wcp_city_10339","1.0"
"dbpedia1_city_2642","wcp_city_10325","1.0"
"dbpedia1_city_2642","wcp_city_10335","1.0"
"dbpedia1_city_1311","wcp_city_17415","1.0"
"dbpedia1_city_1795","wcp_city_18558","1.0"
"dbpedia1_city_1310","wcp_city_18299","1.0"
"dbpedia1_city_1794","wcp_city_16849","1.0"
"dbpedia1_city_2640","wcp_city_10970","1.0"
"dbpedia1_city_1791","wcp_city_16999","1.0"
"dbpedia1_city_1790","wcp_city_16977","1.0"
"dbpedia1_city_921","wcp_city_18271","1.0"
"dbpedia1_city_920","wcp_city_18302","1.0"
"dbpedia1_city_923","wcp_city_17733","1.0"
"dbpedia1_city_925","wcp_city_16775","1.0"
"dbpedia1_city_924","wcp_city_18083","1.0"
"dbpedia1_city_949","wcp_city_18689","1.0"
"dbpedia1_city_949","wcp_city_18443","1.0"
"dbpedia1_city_948","wcp_city_18507","1.0"
"dbpedia1_city_1317","wcp_city_18178","1.0"
"dbpedia1_city_1316","wcp_city_17578","1.0"
"dbpedia1_city_1316","wcp_city_17576","1.0"
"dbpedia1_city_1319","wcp_city_18862","1.0"
"dbpedia1_city_2648","wcp_city_10794","1.0"
"dbpedia1_city_1313","wcp_city_17211","1.0"
"dbpedia1_city_1797","wcp_city_17012","1.0"
"dbpedia1_city_2645","wcp_city_10642","1.0"
"dbpedia1_city_1312","wcp_city_18779","1.0"
"dbpedia1_city_1796","wcp_city_16824","1.0"
"dbpedia1_city_1796","wcp_city_16826","1.0"
"dbpedia1_city_1796","wcp_city_16822","1.0"
"dbpedia1_city_2646","wcp_city_10513","1.0"
"dbpedia1_city_1799","wcp_city_18464","1.0"
"dbpedia1_city_1314","wcp_city_16983","1.0"
"dbpedia1_city_1798","wcp_city_18100","1.0"
"dbpedia1_city_2644","wcp_city_10689","1.0"
"dbpedia1_city_2652","wcp_city_10294","1.0"
"dbpedia1_city_2652","wcp_city_10310","1.0"
"dbpedia1_city_2653","wcp_city_10351","1.0"
"dbpedia1_city_2653","wcp_city_10353","1.0"
"dbpedia1_city_2653","wcp_city_10360","1.0"
"dbpedia1_city_1322","wcp_city_18171","1.0"
"dbpedia1_city_2650","wcp_city_10684","1.0"
"dbpedia1_city_2651","wcp_city_10264","1.0"
"dbpedia1_city_950","wcp_city_18798","1.0"
"dbpedia1_city_952","wcp_city_16930","1.0"
"dbpedia1_city_951","wcp_city_17962","1.0"
"dbpedia1_city_954","wcp_city_18467","1.0"
"dbpedia1_city_956","wcp_city_18437","1.0"
"dbpedia1_city_958","wcp_city_16280","1.0"
"dbpedia1_city_957","wcp_city_16825","1.0"
"dbpedia1_city_957","wcp_city_16823","1.0"
"dbpedia1_city_938","wcp_city_17357","1.0"
"dbpedia1_city_937","wcp_city_17741","1.0"
"dbpedia1_city_939","wcp_city_18557","1.0"
"dbpedia1_city_1328","wcp_city_18464","1.0"
"dbpedia1_city_1327","wcp_city_18824","1.0"
"dbpedia1_city_2658","wcp_city_10469","1.0"
"dbpedia1_city_2658","wcp_city_10470","1.0"
"dbpedia1_city_2658","wcp_city_10479","1.0"
"dbpedia1_city_2658","wcp_city_10477","1.0"
"dbpedia1_city_2658","wcp_city_10489","1.0"
"dbpedia1_city_2658","wcp_city_10447","1.0"
"dbpedia1_city_1329","wcp_city_18599","1.0"
"dbpedia1_city_2659","wcp_city_10504","1.0"
"dbpedia1_city_1324","wcp_city_18750","1.0"
"dbpedia1_city_2656","wcp_city_10713","1.0"
"dbpedia1_city_1323","wcp_city_18669","1.0"
"dbpedia1_city_1323","wcp_city_18671","1.0"
"dbpedia1_city_2657","wcp_city_10634","1.0"
"dbpedia1_city_1326","wcp_city_17696","1.0"
"dbpedia1_city_1326","wcp_city_17697","1.0"
"dbpedia1_city_2654","wcp_city_10986","1.0"
"dbpedia1_city_1325","wcp_city_18215","1.0"
"dbpedia1_city_2655","wcp_city_10289","1.0"
"dbpedia1_city_2655","wcp_city_10292","1.0"
"dbpedia1_city_1331","wcp_city_18544","1.0"
"dbpedia1_city_2663","wcp_city_10544","1.0"
"dbpedia1_city_2663","wcp_city_10547","1.0"
"dbpedia1_city_1330","wcp_city_18254","1.0"
"dbpedia1_city_2664","wcp_city_10766","1.0"
"dbpedia1_city_1333","wcp_city_18458","1.0"
"dbpedia1_city_2661","wcp_city_10383","1.0"
"dbpedia1_city_2661","wcp_city_10382","1.0"
"dbpedia1_city_1332","wcp_city_17806","1.0"
"dbpedia1_city_2662","wcp_city_10877","1.0"
"dbpedia1_city_2660","wcp_city_10643","1.0"
"dbpedia1_city_941","wcp_city_16997","1.0"
"dbpedia1_city_940","wcp_city_17239","1.0"
"dbpedia1_city_943","wcp_city_18325","1.0"
"dbpedia1_city_942","wcp_city_18145","1.0"
"dbpedia1_city_945","wcp_city_18770","1.0"
"dbpedia1_city_944","wcp_city_18204","1.0"
"dbpedia1_city_947","wcp_city_18844","1.0"
"dbpedia1_city_946","wcp_city_18166","1.0"
"dbpedia1_city_1339","wcp_city_18206","1.0"
"dbpedia1_city_1338","wcp_city_17599","1.0"
"dbpedia1_city_1338","wcp_city_17598","1.0"
